"id";"description";"EMO"
"862031473835277";"Wixxer";"yes"
"862009163837508";"Hat er und als einer fragte wer er den sei was ja nicht schlimm ist, hat der Can mit ""dein Vater"" kommentiert ;) was ich unhöflich finde ...";"yes"
"862003533838071";"So siehts aus.";"no"
"862029277168830";"Das macht 0 Sinn";"no"
"876249555746802";"Der Chef der Arbeitsagentur mit seinen 4.5 Millonen gezählten arbeitslosen Fachkräften und bestimmt nochmal soviel nicht mitgezählten weil aus der Statistik rausgedrängten Fachkräften lässt diese bei längerer Arbeitslosigkeit als ""unvermittelbar"" bezeichnen, wieso sollten qualfizierte Ausländer  ( ohne perfekte Spreachkenntnisse zumeist ) ""vermittelbar"" an die gleiche Klientel, die nörgelnde Wirtschaft, sein ?!";"yes"
"862003863838038";"Leider nicht, wäre schön wenns nur träumerei wäre. Auch wenn Sie das nicht gerne hören, so etwas ist realität ......  ja, sehr unschön";"yes"
"862022863836138";"Zb. 95 % der Migranten aus allen Muslimischen Ländern! ! ! ! ! !";"yes"
"874724282565996";"Nur 1 Türke, der Andere ist Deutscher. Und das ging durchaus reichlich durch die Presse.";"no"
"861985417173216";"?????? die kommentare sind sehr lustig und unterhaltsam ich sag nur  ;)https://www.youtube.com/watch?v=m3U38xBdw8k&feature=youtube_gdata_player";"yes"
"862012240503867";"Ich frage mich gerade,ob den Leuten,die das alles mitspielen und decken, eigentlich klar ist, dass ihnen die Situstion kurz über lang auch auf die Füße fallen wird? Ich meine NICHT die Elite. ( die werden schon dafür sorgen,dass sie rechtzeitig wegkommen ) Ich meine die ganzen anderen Helfershelfer, die genau wissen was los ist. DIE, dennen man einen Maulkorb verpasst hat und die diesen auch bereitwillig tragen.Wie werden die das wohl mal vor ihren Familien verantworten.( Journalisten , Nachrichtensprecher, Beamte, Politiker die es noch nicht bis ganz oben geschafft haben, Lehrer, die Kinder auf die Gegendemo nötigen usw.....) Ich bin mir nicht so sicher,ob die tatsächlich alle so gut verdienen, Daß sie sich notfalls auch in ein Land außerhalb Europa`s absetzen können. P.S.  Eigenheime verkaufen sich übrigens ganz schlecht, wenn in Deutschland Mord und Totschlag herrscht und mitnehmen kann man sie auch nicht. Da sollten einige Leute vielleicht mal drüber nachdenken .";"yes"
"862198240485267";"Nochmal auf Deutsch bitte? Ich versteh kein Wort";"yes"
"862798210425270";"Laut   NTV Ticker 40000 und Polizei über 25000  !!!! Wer hat Recht ?";"yes"
"874469049258186";"Rene du bist wohl einer der oberspassten was? hat dich mutti heut nicht an die Konsole gelassen? oder ist Vati heute drann?";"yes"
"862162723822152";"…eine Genehmigung gab es nicht, jedoch die auf Munitionierte Staatsgewalt!
 Selbst mein Vater wurde überhastet eingezogen. Die DDR hat sich bereit erklärt den Aufstand wenn es denn sein muss auch unter Einsatz seiner Truppen niederzustrecken! Nur hatten die eingezogenen nun nicht wirklich Bock drauf auf das eigene Volk zu schießen und mein Vater erst recht nicht. SED und Co wurden beseitigt dafür auch heute noch einen RIEßEN DANK AN GORBI! 

 Deshalb muss es jetzt erst recht heißen: Wir sehen uns auf der Straße, denn wir sind das Volk, und haben den Kanal voll!

 Wir haben den Kanal voll angelogen, benutzt und für DUMM verkauft zu werden.
 Wir haben das RECHT zu sagen: Es reicht!

Diebstahl in Form der Steuer muss ein ENDE haben! Wenn ich auf mein Lohnzettel blicke kommt mir das Kot-……. Wenn ich dann noch stillschweigend mit ansehen muss wie diese Gelder verpulvert werden….. selbst dann soll ich noch ruhig sein. War ich ja auch bis jetzt! Wenn ich jetzt noch tatenlos mit anschauen soll das unsere Kultur zerstört wird ……. NEIN, irgendwann ist SCHLUSS!

Darum 100% PEGIDA egal welcher Form (WüGida/NüGIDA.... oder auch HoGeSa)";"yes"
"876252979079793";"Die Schuldigen sind ja wohl ganz klar und sowas von eindeutig die Politiker.  Diese phänomenale Regierung Deutschlands.  Zum kotzen ist das alles.";"yes"
"876245752413849";"Na das hoffe ich doch das der Eindruck bei den entsteht, weil die brauch wirklich KEINER, Fachkräftemangel?!?!? Ich kotz gleich, wir haben genug Fachkräfte in unserem Land also warum muss man sich sowas woanders her holen, Diese Scheis ausreden, Wird Zeit das einige in der Politik zurück treten, nur noch peinlich was in unserem Land vorgeht.";"yes"
"862028243835600";"Unsere obdachlosen :D so eine Frechheit aber auch :D";"yes"
"862169177154840";"Legida schreibt es gibt Überlegungen nach dem kommenden Montag abwechselnd zu laufen. Also einmal Dresden, die Woche drauf Leipzig, dann wieder Dresden und so weiter. Ihr schreibt hier *Wir wissen nur, dass es ab 09.02.15 wieder allwöchentlich heißt : 
 MONTAG IST PEGIDATAG!* Was stimmt denn nun? Ich dachte ihr arbeitet zusammen. Warum weis dann der eine nicht was der andere postet?";"yes"
"861985340506557";"Die lügt wenn sie nur den Mund aufmacht. Heute so und morgen werden die Waffen in Einzelteile geliefert. Den mit diesen Waffen ermordeten Hintebliebenen gibt man dann großzügig noch paar Scheine in die Hand. PFUI TEUFEL !  Wir müssen diesem Wahnsinn ein Ende setzen.";"yes"
"862141087157649";"Ja diese Dummbatze treibt sich hier immer noch herum";"yes"
"862199370485154";"RÜBENPRESSE! !! 1elf!!";"yes"
"865349990170092";"Es ist offensichtlich,dass parteien,die die schwächen der etablierten parteien erkennen und  verbessern,mit allen mitteln klein gehalten werdem";"yes"
"862011597170598";"Gerade auf n-tv gekommen Pegida  Leipzig, hat alle Demos für das ganze Jahr abgesagt. Zum kotzen.";"yes"
"874597645911993";"Geht's dir jetzt besser?";"no"
"861995590505532";"Karla du Fake, heul leise!";"yes"
"862089607162797";"Rotes Revolverblatt,war doch früher die SED-Bezirkseinheitszeitung....";"no"
"861984253839999";"Seid ihr eig komplett hohl ....da wundert ihr euch wenn euch keiner ernst nimmt wenn ihr nichtmal.ne stinknormale.frage beantworten könnt";"yes"
"874723585899399";"http://allrights.nicobartes.com/sichere-anwendung-nb-com/uploads/2014/01/dumme-menschen-beleidigen-dich-wenn-du-facebook-sprche-lustige-facebook-sprche-zitate-kochde-13905513748kng4.jpg";"no"
"861983447173413";"Hoffentlich geht's Montag wirklich wieder los. Wir waren viel zu lange weg!";"yes"
"862013310503760";"Hast du wirklich geglaubt dass jeder Ali uns kennt  ??? Wen interessiert was Ali denkt ? Was Ali denkt es so wichtig wie ein Kropf !!!!!! Ahoi";"yes"
"862196590485432";"0.1% Muslime in Dresden. Ja na klar wer hat da keine Angst vor Überfremdung!";"yes"
"862050953833329";"http://img3.fotos-hochladen.net/uploads/p1030137e5kgh9fmxv.jpg Heute war eine ganzseitige Anzeige in der Sächsischen Zeitung. Sie hat nun endgültig die Hosen runtergelassen. Ich fühle mich regelrecht ""missbraucht"", denn ich habe das Blatt schon mein ganzes Leben gelesen. Wortlaut: ""Die Presse muss die Freiheit haben, alles zu sagen, damit gewissen Leuten die Freiheit genommen wird, alles zu tun. Louis Terrenoire, Journalist und Politiker, 1908 - 1992. ""Zeitunglesen"" schärft den Blick. Deshalb beteiligen wir uns seit über 140 Jahren an regionalen Zeitungsverlagen - und tragen somit zur Pressevielfalt und zur unabhängigen Berichterstattung in Deutschland bei. So soll es auch in Zukunft sein, denn Medienbeteiligungen gehören zur Geschichte der SPD.""";"yes"
"874568719248219";"http://youtu.be/m3U38xBdw8k";"no"
"862018977169860";"Wieso neu anmelden, bin ja nicht gesperrt?";"yes"
"862302060474885";"Jetzt müssen alle Menschen auf die Straße gehen...nicht wegen Pegida,  sondern um für den Frieden in Europa zu demonstrieren.  Anscheinend begreifen die Leute nicht was gerade in Europa droht! Nämlich Krieg!";"yes"
"862044827167275";"[@IND] : Wenn hier das GG angesprochen wird .... Wo bleibt es denn, wenn es um Meinungs- und Demonstrationsfreiheit geht. Unser Grundgesetz wird doch zur Zeit mit Füßen getreten!!! s. Demonstrations-Verbot in Dresden und Störungen der Demons, sogar noch von ""oben"" gefördert und bezahlt.";"yes"
"1111622305542858";"Wie meinen sie das,bzw auf was genau bezogen?";"yes"
"1111454178893004";"leben wie die Made im Speck.";"yes"
"1111321695572919";"Kein Ding, soll lt SPD zukünftig nur noch mit Bußgeld geahndet werden, wie falsch parken. Wer Landesgrenzen nicht schützen will! dem ist der Schutz von Eigentum auch völlig gleichgültig";"yes"
"1111343725570716";"dann wäre gehalt auf die bank ebenfals ein ngo .";"yes"
"1112068578831564";"Völlig richtig so. Denn ansonsten geht ein Großteil des Geldes statt in die Ladenkassen hiesiger Händler zum amerikanischen Geldtransferdienst. Geld, das ja nur dazu da ist, damit die Menschen, die hier sind, nicht verhungert und nackig im Regen stehen müssen, während sie auf ihre Verbleib-Entscheidung warten.";"yes"
"1113786458659776";"Yes, it is. But because the stanza ""Deutschland, Deutschland über alles"" (""Germany, Germany above all else"") was the anthem in the Third Reich, this part of the song was not used after 1945. Now the Right Wing Extremists and Neonazis abuse this song for their propaganda. Also the flag, it's a shame.";"yes"
"1111312128907209";"Wollte nur ein Beispiel nennen , aber natürlich auch Rentner :-)";"yes"
"1111388835566205";"Horscht zieht wieder mal - und wie erwartet - den Schwanz ein:

http://www.spiegel.de/politik/deutschland/fluechtlinge-bayern-verzichtet-vorerst-auf-verfassungsklage-a-1090310.html";"yes"
"1111624275542661";"War grossartig heute";"yes"
"1111607602210995";"Danke an alle die gekommen sind und Gesicht gezeigt haben, danke Dresden... Gemeinsam sind wir STARK...";"yes"
"1111877628850659";"habe Gänsehaut";"yes"
"1111420328896389";"ein test für die bargeldabschaffung ?";"yes"
"1111562802215475";"Genau so und nicht anders. Das sind doch flüchtlinge, die bekommen zu essen und trinken, haben ein dach überm kopf und sind weit genug weg vom krieg. 
Alles andere von denen sin überzogene Forderungen.";"yes"
"1120258894679199";"Instagram: Iran nimmt Models wegen Fotos ohne Kopftuch fest
Sie postete Bilder von sich im Hochzeitskleid, jetzt wurde Elham Arab festgenommen. Ihr und sieben weiteren werden unislamische Taten vorgeworfen. http://www.zeit.de/gesellschaft/zeitgeschehen/2016-05/iran-instagram-models-schleier-strafverfahren-festnahme";"no"
"1111424808895941";"Der Vergleich mit den Babys ist nicht ganz fair......Babys können sich beim besten Willen nicht selbst versorgen........diese sogenannten Flüchtlinge können zu hause bleiben und ihre Länder wieder aufbauen.......oder gegen ihresgleichen kämpfen.....und für ihr Auskommen sorgen.....dann brauchen sie sich hier nicht alimentieren lassen und wie die Babys fühlen.....oder...???";"yes"
"1111495368888885";"ich versteh die Aufregung nicht, ist doch vollkommen richtig so.";"yes"
"1111329082238847";"1 schritt in die richtige Richtung.";"yes"
"1120185304686558";"Danke, werde ich mal ins Englische übersetzen und auf YouTube stellen";"yes"
"1111559828882439";"Endlich mal der richtige Anfang";"yes"
"1121268471244908";"Dieser Schlachthof ist sicherlich schon islamisiert!";"yes"
"1111605628877859";"Finde es sehr traurig. Uns Deutschen und alle anderen die hier schon sehr lange leben wird es mal genauso gehen. An sich finde ich es eine gute Sache für Asylbewerber. Aber uns,wird es auch treffen und das ist sehr traurig. Man kann sich nichts mehr zu Hause ansparen";"yes"
"1112214332150322";"https://www.youtube.com/watch?v=6KXdnUAnuQU&feature=youtu.be";"no"
"1107477809290641";"Ich kann tote Ferkel (Totgeburten) liefern, die man dann großzügig über das Baugelönde verteilen kann.";"yes"
"1111865208851901";"endlich,so können  sie nicht doppelt holen .";"yes"
"1111546278883794";"Ganz genau.
Die kriegen hier viel zuviel Geld.
Afghanische Familie mit 9 Kindern  2 behindert kriegt fast 8000 Euro .
Geht's noch ????";"yes"
"1106865496018539";"Keine muschee,keine minaretten,keine islamisten.";"yes"
"1111313718907050";"Tausende?? ich glaube eher Zehntausenden geht es so...aber da regt sich keiner auf, oder Frau Maria Brand!!!";"yes"
"1111306352241120";"Für was brauchen die Bargeld , bekommen doch eh alles gratis . Bahnfahrten gratis , Schwimmbad gratis usw usw . Ich finde es gut , damit wäre zumindest schonmal der Missbrauch schwieriger .";"yes"
"1111577848880637";"Sind ja auch Babys ... Benehmen sich jedenfalls wie welche .   Wollen alles  haben ohne Gegenleistung.   Kinder die was wollen bekommen es auf die Bollen hieß es doch früher oder.";"yes"
"1120264741345281";"Maas nennt AfD ""nationalistisch und frauenfeindlich""

Als ""nationalistisch, autoritär und frauenfeindlich"" bezeichnet Bundesjustizminister Heiko Maas die rechtspopulistische AfD. Und rückt die Partei gleich in die Nähe autoritärer Staatschefs. http://www.welt.de/politik/deutschland/article155397745/Maas-nennt-AfD-nationalistisch-und-frauenfeindlich.html";"no"
"1112118485493240";"Falsch. Nur die, die sich selbst verpflegen müssen, kriegen die um die 360Euro/Monat ausbezahlt. die anderen, die in der Gemeinschaftsunterkunft und am Catering hängen, kriegen (nur) rund 135 Euro.";"yes"
"1111923292179426";"Matthias Kühr ..oller angeber..wie peinlich ist es denn,damit zu protzen bereits ,mit x profilen irgendwo gesperrt zu sein ?....du degradierst dich damit selbst.....geh weiter und entsorge deinen unsinn bei "" dresden hirnfrei"" oder "" pegida#swatch""...";"yes"
"1120183728020049";"https://www.youtube.com/embed/tJnW8HRHLLw?feature=player_embedded";"no"
"1111392245565864";"Wo ist das Problem? Viele Deutsche zahlen täglich mit ihrer Bankkarte ohne Bargeld! Was hat dass mit Integration zu tun? Manchmal denke ich, die Bahnhofsklatscher warten nur auf Veränderungen, mit denen sie nicht zufrieden sind und sich beklagen können. Dann können sie die Migranten wieder aufhetzen und mit einem Pappschild irgendwo einen Sitzstreik veranstalten lassen!!!!";"yes"
"1111624418875980";"Bislang werden islamfeindlich motivierte Straftaten von der Bundesregierung zwar als Hasskriminalität, nicht aber separat als islambezogen erfasst. Das soll sich zum 1. Januar 2017 ändern.

Bei der Erfassung von politisch motivierter Kriminalität wollen die Innenminister das Oberthema ""Hasskriminalität"" künftig um die Unterkategorie ""islamfeindlich"" erweitern. Denn bislang werden solche Straftaten, die islamfeindlich motiviert sind, nicht als solche erfasst, sondern unter ""Hasskriminalität"" oder auch beispielsweise ""Fremdenfeindlichkeit"" kategorisiert. Auch beispielsweise antiziganistische Straftaten werden bislang nicht als solche erfasst.  http://www.tagesschau.de/inland/islamophobe-straftaten-101.html";"no"
"1112092768829145";"Gänsehaut pur. Und das Frühstück kommt auch gleich mit hoch.";"yes"
"1111994365505652";"Ich hätte da gern eine PN.";"no"
"1111630878875334";"Nur so geht's!";"yes"
"1111431828895239";"https://www.youtube.com/watch?v=Q0Ul9myycm0";"no"
"1112100428828379";"Richtig. Wenn du in andere Länder kommst bekommt man auch kein Geld nicht mal eine Chipkarte.";"yes"
"1111932852178470";"War wieder eine super Veranstaltung";"yes"
"1120365484668540";"werden wir alles noch kennen lernen";"yes"
"1111546858883736";"Ganz genau. Das viele Geld lockt die Nur an.";"yes"
"1112076945497394";"Petra Lingner He, gibt auch andere Wessis. Sind nicht alle verblödet. Nur ein bisschen langsam manchmal :) LG aus NRW";"yes"
"1111542288884193";"Richtig so!";"yes"
"1111355522236203";"Scharfe Attacken nach AfD-Parteitag

Viele Reaktionen in Deutschland auf das beschlossene AfD-Programm zielen auf den darin enthaltenen Anti-Islam-Kurs. Aber auch die generelle gesellschaftspolitische Ausrichtung steht in der Kritik. http://www.dw.com/de/scharfe-attacken-nach-afd-parteitag/a-19229048";"no"
"1111378725567216";"Gutmensch!";"yes"
"1120390567999365";"LÜGENPRESSE. Das ist die Wahrheit !!!";"yes"
"1111338472237908";"Man könnte glatt denken, die Asylhelfer bekommen Trinkgeld, weil sie so dagegen sind, dass kein Bargeld ausgezahlt wird. Warum bekommen die Migranten eigentlich soviel Taschengeld, die bekommen doch alles so schon. Wenn ich mir das hochrechne, Essen für bis zu 16 Euro pro Tag, volle Unterkunft, keine Nebenkosten, Telefon, Fernsehen, Taxifahrten, freier Eintritt usw. Das kann Keiner mit Mindestlohn verdienen. Es ist eine Schande was in Deutschland abgeht.";"yes"
"1121161624588926";"Wie so soll es bei uns nicht so sein wie in Östereich, nur weil unsere Lügenpresse nie etwas berichtet.";"yes"
"1111367248901697";"Das ist doch für uns auch geplant!";"yes"
"1111797295525359";"Das ist wahr. Echt traurig . An alle noch schlafenden und träumenden . Bitte wacht auf. Wir müssen auch an unsere Kinder denken. Das alles nimmt ganz sicher kein gutes Ende. Merkel muss weg. Super pegida ihr seit die besten";"yes"
"1111368145568274";"Man könnte meinen, die Leute stehen Schlange nach einer *Arbeitserlaubnis* für Deutschland, der ""Flüchtling"" hinter dem ersten Absperrfeld links hat sogar noch seine Arzthosen aus der chirurgischen Klinik in Afrika an - Klasse, wir brauchen dich ! :v B| B|";"yes"
"1111393088899113";"oder es gibt gleich Krieg. Sind schon zu viele da mit gewisser Aggresivität. Die lassen sich doch nicht so einfach abwimmeln";"yes"
"1111375498900872";"richtig so....anders kann man ja nicht verhindern das die Schmarotzer das Geld nach Hause schicken und wirklich nur für sich nutzen";"yes"
"1112414178797004";"Das kann man eigentlich nicht falsch verstehen. Oder man sollte den Post ausführlicher gestalten.Dann lesen verstehen und kommentieren";"yes"
"1111322385572850";"Die Asylhelfer könnendoch auch was abgeben.....immer nur vom STATT";"yes"
"1113163708722051";"Ich meinte die erste und die zweite";"no"
"1111369032234852";"http://www.radiochemnitz.de/nachrichten/lokalnachrichten/zeugen-nach-sexuellem-uebergriff-in-der-innenstadt-gesucht-1221137/  Zeugen nach sexuellem Übergriff in der Innenstadt gesucht";"no"
"1111622855542803";"Ja alles prima,  aber laßt doch bitte mal jemand anderen singen..";"yes"
"1111397735565315";"Genau so ist das.... das Geld lockt sie nach Deutschland.... . überhaupt kein Geld mehr... nur Kleider und Wertmarken...";"yes"
"1111631672208588";"Bitte die ganzen Strophen! Wie Heinrich von Fallersleben sie erschaffen hat ! Bin kein Revanchist Bin ein Deutscher.";"yes"
"1111329755572113";"Was für eine Integration? Asyl ist ein "" ....... vorrübergehendes Obdach für Kriegsflüchtlinge und politisch Verfolgte"" . Vom bleiben ist nicht die Rede!! Und wenn in ihrer Heimat kein Krieg mehr ist, müssen Sie wohl wieder zurück. Diese Zeit werden Sie wohl mit dieser Lösung überleben. Und wer sich darüber beschwert was menschenwürdig ist, der soll mal so manchen Hartz4, oder Aufstocker fragen wie diese vom ""Amt"" behandelt werden. Darüber regen sich Viel zu wenige auf.";"yes"
"1120403321331423";"Müsste man mal die gebildete Kleckser des Sterns fragen wer den den 1.Mai als erster als gesetzlicher Feiertag übernommen hat- das waren nämlich die Nazis Dummschwätzer";"yes"
"1111657505539338";"Grüße  aus Sachsen";"no"
"1111542505550838";"damit werde ich recht haben. der 500 flocken schein wird nur der anfang sein.";"yes"
"1111664408871981";"es ist so schade das ihr sobweit weg seit, aber bitte gebt nicht  auf, es ist so toll was ihr macht";"yes"
"1111339252237830";"aaalso in meinem Helferkreis sind Männer und Frauen gleich stark vertreten, ich bin auch einer :-) Die Männer sind alle berufstätig bis auf einen, der ist 73. Die Frauen sind alle berufstätig oder Hausfrauen mit Kindern. Und Judenhass geht gar nicht !!!!";"yes"
"1111407378897684";"Tja, wohl etwas schwierig, jetzt das Geld per Chip in die Heimat zu überweisen";"yes"
"1111579588880463";"Genau so ist das richtig!";"yes"
"1120175808020841";"Wirklich gut analysiert! Die Medien und Presse haben schon lange jeglichen Bezug zur Sachlichkeit verloren!";"yes"
"1111432478895174";"Richtig so, aber es müsste überall so sein...";"yes"
"1121615731210182";"AfD + PEGIDA = gemeinsam stark! (y)";"yes"
"1111868078851614";"Anja Lindner : Sie haben ja Recht, aber momentanes Recht ist es eben, dass dem Gesochs monatlich 350 Euronen an Taschengeld (für's Nichts-Tun"") zustehen - dazu kann man stehen, wie man will.

Und zum Thema ""Arbeiten gehen"" folgendes: 
   Was wir derzeit importieren, sind nicht nur ""ethnische"", also kulturelle und religiöse Konflikte, sondern auch eine ""industrielle Reservearmee"", für die es keine Beschäftigung gibt und keine geben wird, das Lumpenproletariat von morgen und übermorgen. 

In diesem Sinne: Über'm Äuator lacht die Sonne und über Deutschland lacht die ganze Welt.

Gruß von den Philippinen!";"yes"
"1111337555571333";"KAUFEN BEI KLEINEN BAECKEREIEN NICHT EIN, DA DORT DAS KLAUEN NICHT SO EINFACH IST!!!!!!!!!!!!!!!!1";"yes"
"1111815772190178";"Na wenns euch gefällt - ist halt Geschmacksache..";"yes"
"1111604765544612";"Es ist nicht böse gemeint aber: Die sind hier nicht im Urlaub! Angeblich stark traumatisiert von Kriegszustand und Unruhen hat unsere (ist es noch unsere?) Regierung die Möglichkeit geschaffen nach Deutschland zu flüchten und bewahrt sie somit vor dem Verderben, ein Dach über dem Kopf etwas zu Essen und zu trinken sowie angemessene Kleidung für die die alles verloren haben oder halt keinen Koffer schleppen wollten, das ist Menschenwürdig und human. Man sollte aber da oben einfach mal aufhören das hier als Erholungsurlaub der noch dazu gratis ist zu Verkaufen sonst ist das Schlaraffenland bald pleite! Ich finde den Schritt gut. Und sie müssen sich auch nicht integrieren, mal ehrlich fast jeder würde es gut und richtig finden wenn die Unruhen in der Welt mal aufhören und Frieden herscht und dann sind die aber auch hoffentlich wieder da wo sie hingehören in ihrer Heimat!";"yes"
"1111401575564931";"Mensch die Ehrenamtler sind doch froh, dass sie endlich ihre Daseinsberechtigung haben. Wurden ja die ganzen Jahre nie beachtet. Sich um alte Menschen und Kinder aus sozialschwachen Familien zu kümmern, das brachte halt nicht so viele Bienen im Muttiheft.";"yes"
"1120412284663860";"Nein - das war am 15.4.1919 die Weimarer Nationalversammlung.";"no"
"1111856488852773";"das System hab ich dem BaMF und der Bayrischen Regierung schon letztes Jahr vorgeschlagen....;) freut mich das mal wer auf mich hört....";"yes"
"1111630342208721";"9";"no"
"1116278148410607";"Wie wäre es mit dem Lied-Was ist des Deutschen Vaterland den das ist gut.";"yes"
"1111375918900830";"Das ist richtig so";"yes"
"1111653558873066";"Habe mir unsere Nationalhymne jetzt noch einmal angeschaut, obwohl ich heute wie immer direkt dabei war und natürlich auch kräftig mitgesungen habe. - Jetzt kann ich beruhigt und schön schlafen! Gute Nacht ihr Patrioten! ;-) Schön, dass es Euch gibt!";"yes"
"1111455908892831";"Am besten wäre den Leuten mal zu zeigen wie ein Besen in der Praxis funktioniert und dann könnten sie ja mal für 1 euro die std die stadt sauber machen";"yes"
"1111392292232526";"Wieso klauen? Hast du die letzten Monate nicht die zahllosen Artikel gelesen, in denen Asylbewerber immer wieder Tausende von  herumliegenden Euros bei der Polizei abgegeben haben? ;)";"yes"
"1111392195565869";"Hoffentlich...ich will auch wieder Ruhe, Sicherheit und Zufriedenheit in meiner Heimat...";"yes"
"1111435888894833";"Die LÖSUNG: Chipkarten für Asylhelfer! Dann kappt das auch wieder mit dem Bakschisch. :)";"yes"
"1111816788856743";"Richtig. Bargeld ist ja schließlich der wahre Grund warum die hierher gekommen sind. Jetzt muss die Integration in Vordergrund stehen. Arbeiten. Keine Sonderbehandlung beim essen. Kein Schächten von Tieren. Keine Beschneidung bei Kindern. Keine Zwangsheirat. So erledigten sich alle Probleme von selbst.";"yes"
"1120185341353221";"http://m.faz.net/aktuell/politik/gewalt-gegen-afd-mitglieder-mit-zweierlei-mass-14233720.html";"no"
"1111356902236065";"Also.... Es geht ja schon so rund um, daß das Bargeld allgemein abgeschafft werden soll. Wenn Merkel, Junckers und Konsorten weiter über uns bestimmen können, wird das auch kommen! Aber was soll mit den armen Refutschies geschehen? Ich schlage vor: Wir kein Bargeld, die aber weiter Bargeld; wegen der Traumatisierung!";"yes"
"1112029748835447";"nur die echten Sachsen mit Herzblut";"yes"
"1111597748878647";"Noch nicht begriffen, dass wir die nächsten sind? Es wird hier einfach mal getestet wie es funktioniert mit der vollen Kontrolle über jeden einzelnen. Denn die haben Banken und Staat, wenn es auch für uns kein Bargeld mehr geben wird.";"yes"
"1111346312237124";"Vorallem müssen die sich ordnungsgemäß registrieren lassen.Bingo!!!";"yes"
"1107503942621361";"Das hätte man schon in Lahr tun können  ,leider geschah nicht   ??";"yes"
"1111317742239981";"die werden klauen wie die Raben....";"yes"
"1111327912238964";"ja und...was ist daran schlimm??";"yes"
"1111638898874532";"wo sie gerade genau ist weiß ich nicht, aber auftreten wird sie wieder am 16.5. auf der veranstaltung festung europa in dresden, die ed ja heute erwähnt hat.";"no"
"1111602948878127";"Da haben ja wohl einige noch nicht mitbekommen,  daß Bargeld generell abgeschafft werden soll....also, Schluss mit dem Geheul , lasst uns ""menschenunwürdig"" leben ... ( Ironie aus)";"yes"
"1111344048904017";"Keine Bargeldzahlung für Asylanten Bundesweit einführen und es werden spürbar weniger dieser Horden in die BRD einfallen !";"yes"
"1111353005569788";"bei Dirk Müller ...";"yes"
"1111330742238681";"Okay du weißt schon das wir dann in einem kontrollstaat leben und wir komplett gläsern sind nicht nur für den staat für alle die geräte die den chip lesen können. Ich war anfangs auch begeistert aber wenn man sich mit dem thema mal über paar wochen ausseinander setzt dann wird man sehr schnell verstehen das es nicht nur gutes mit sich bringt und das es auch andere alternativen gibt";"yes"
"1111858942185861";"https://youtu.be/NwgqVYGxjG8";"no"
"1112007162171039";"Ach liebe ossis. Selbat Spass könnt ihr nicht verstehen. Deshalb seid ihr auch alle so verbittert";"yes"
"1111320828906339";"Dann am besten Alkohol Sperre auf den Karten";"no"
"1111443162227439";"Ja,schon.Aber die Diskussion im thread ging jetzt auch weiter in Richtung allgemeiner Bargeldabschaffung.Deshalb mein Kommentar....und man könnte es ja gut als Testlauf für die allgemeine Bargeldabschaffung nutzen,oder?Und die Öffentlichkeit nimmt es als solche dann nicht mal wahr.....";"yes"
"1111327375572351";"Somit ist auch erst mal Western Union und Konsorten das Wasser abgegraben. Na ja nicht wirklich... aber im Moment ist es dann nicht möglich umgehend alles Taschengeld in die Heimatländer zu transverieren und dann nur von Spenden zu leben. Kommt evt. auch im Artikel zur Sprache... Taschengeld vor 4 Wochen... blabla und durch Spenden über Wasser halten. Tsja zum Thema WU: Da werden gleich bei der Einzahlung mal 5 % einbehalten als Gebühren und beim Empfänger in den Heimatländern auch nochmals mindestens 5 %... macht unterm Strich 9,25€ pro 100 € Überweisung....";"yes"
"1121590457879376";"Islam bedeuten BOOOOM";"yes"
"1111542892217466";"Ein richtiger schritt in der voll verkehrte richtung....das bargeld wird langsam abgeschaft...die totale kontrolle wird somit schleichend voran getrieben. ..";"yes"
"1111655908872831";"Hoffentlich  ich kämpfe  dafür";"yes"
"1112103758828046";"Gänsehaut pur. Und das Frühstück kommt auch gleich mit hoch.";"yes"
"1111392252232530";"Ein  kleiner Teil der ""Wandervögel"" sind ""Flüchtlinge"" und ein noch sehr viel kleinerer Teil ist überhaupt nach geltendem Recht asylberechtigt! Aber welche Rolle spielt noch geltendes Recht in diesem Deutschland, wenn es nicht gegen Deutsche geht?";"yes"
"1112142405490848";"unsere Bahnhofsklatscher haben immer was zu nölen!!!!! Nehmt sie doch alle mit nach Hause und sponsert sie privat und alles ist gut!!! Für uns Deutsche soll das von uns erarbeitete Bargeld abgeschafft werden und keiner regt sich auf, für Flüchtlinge, die hier null geleistet haben und die Leistungen geschenkt bekommen, geht ein Sturm der Entrüstung durchs Land!!! Schon seltsam!!!";"yes"
"1111453328893089";"Der hat doch keinen mehr, hat ihm doch eine Frau abgelutscht.";"yes"
"1111354935569595";"SOLLEN FROH SEIN ÜBERHAUPT HIER SEIN ZU DÜRFEN, DRECKSGELUMPE";"yes"
"1120177308020691";"Medien sollen neutral sein, leider sieht es anders aus. Ist wie mit dem Bückegauckler.";"yes"
"1111614775543611";"Gruesse aus Holland";"no"
"1111382938900128";"... diese AGA unterwandert legale Verwaltungsmaßnahme. Was wollen sie mit ihrer linkslastigen Kritik eigentlich erreichen?";"yes"
"1111349082236847";"Richtig so";"yes"
"1111311762240579";"Mit Bargeld konnten viele auch nicht umgehen.";"no"
"1112182468820175";"vom Hass zerfressen :)";"yes"
"1111369455568143";"Ich wäre auch für ein Politikverbot für über 60 jährige Frauen aus der Uckermark.";"yes"
